id,sentiment
191_3,0.032596968
5669_1,0.0015149062
1891_4,0.012424581
12173_9,0.92014384
7887_7,0.037045315
3256_10,0.95073074
5419_1,0.0017404899
7635_1,0.27971545
8297_2,0.0028276825
7137_8,0.6332206
7562_3,0.0114772
9944_1,0.002909272
4288_1,0.0016952493
8087_1,0.025445452
4771_10,0.7855885
10482_10,0.9857712
5324_10,0.9999914
3080_1,0.0055348417
10923_7,0.962906
1753_7,0.9993672
317_10,0.9993437
12474_8,0.9862213
773_8,0.99891114
388_1,0.12654965
12141_2,0.99966216
5667_1,0.8738235
1071_9,0.99311066
2897_10,0.9999876
9481_4,0.20773876
12025_1,0.0024339883
8879_7,0.74772084
5683_1,0.010137807
7026_1,0.0018976209
2439_1,0.023162138
3631_7,0.9893311
1650_9,0.96250474
5378_7,0.9999434
9745_1,0.001120038
11563_8,0.8270722
299_8,0.99522203
9471_2,0.011472284
1866_1,0.37383476
2639_4,0.039744165
5122_1,0.001702182
12341_7,0.21421023
2936_8,0.99966323
8647_10,0.523541
4255_9,0.9976035
7262_8,0.98410726
8413_10,0.9995012
10080_1,0.0516464
3973_1,0.043119397
8752_9,0.9999026
4018_2,0.018201977
7669_1,0.015553742
10421_4,0.031162526
7854_8,0.9943943
162_8,0.012227365
11614_9,0.70032483
11343_8,0.99971706
1708_7,0.9997286
7115_4,0.98947465
10498_10,0.025024462
2944_8,0.9673163
10474_3,0.01353192
1263_1,0.0033110485
1693_4,0.9676046
9600_9,0.07105359
11173_2,0.012100254
3961_2,0.00685893
8011_1,0.73396206
7386_8,0.94924736
8787_8,0.69927126
12349_9,0.5062486
1776_4,0.0261623
5885_4,0.9070538
220_4,0.02707001
5547_8,0.99976224
2853_1,0.067476116
2157_2,0.114056654
11667_2,0.99730116
194_7,0.053696092
1633_1,0.0056899977
6897_2,0.44187298
11568_2,0.7964501
9219_1,0.023392374
477_8,0.99975127
8980_3,0.6996609
4612_10,0.97243136
8030_10,0.9993017
1846_8,0.99964106
2786_8,0.6170469
2634_1,0.060977638
3110_8,0.9640827
11587_8,0.99994516
11262_8,0.9965519
5680_7,0.0075577316
4583_4,0.05547953
1451_1,0.0039138887
4244_4,0.0074905856
6176_4,0.005410096
8851_10,0.9998945
908_9,0.9999646
7494_9,0.7465551
8061_3,0.005378174
789_1,0.11676983
2374_7,0.9984213
11225_3,0.008445575
4467_4,0.021390058
8516_10,0.3136349
4121_10,0.99998033
10267_7,0.007728796
6040_8,0.6289529
8338_7,0.27392614
2903_7,0.99996424
6662_9,0.999974
5333_10,0.9981902
7470_4,0.6782908
8813_1,0.020870043
4514_3,0.064501464
9584_7,0.029924847
11706_8,0.9999716
11538_8,0.9990575
4210_1,0.005005181
8984_1,0.003715448
3431_4,0.014754945
4973_10,0.99762195
12260_1,0.00553034
4267_10,0.9998115
9906_9,0.99553937
670_7,0.9987006
6270_3,0.004725836
5164_4,0.01938036
9741_2,0.009446345
3761_8,0.99857044
2651_2,0.056714665
7448_10,0.99973387
7184_9,0.9986959
1313_9,0.8880024
10654_8,0.9994611
7151_1,0.0014652391
2320_10,0.9997032
12033_7,0.5792293
6429_1,0.0018699281
1420_4,0.9668551
3002_7,0.9767992
1299_1,0.73720604
7897_9,0.99434716
1529_4,0.01872823
9760_2,0.014048956
11318_1,0.061310533
2217_3,0.049390353
11641_2,0.009163888
7238_10,0.9997702
7710_8,0.7752603
12011_8,0.99992836
4495_7,0.99995005
11144_4,0.46722722
5625_2,0.0018155281
2926_7,0.17393717
8538_8,0.9620773
8875_10,0.99900097
10881_10,0.99912995
1662_7,0.4817015
4560_9,0.26785132
6714_4,0.0018655875
9059_10,0.9999647
6631_10,0.3776613
8520_1,0.088337354
918_4,0.3968831
3102_10,0.9997868
3611_2,0.016576333
8434_10,0.9995646
681_7,0.99981385
7386_4,0.05535696
7566_9,0.005499006
10110_10,0.97475713
10486_10,0.9999856
1492_3,0.59607977
11823_1,0.035878398
2331_9,0.9999211
2200_2,0.005585654
9547_1,0.010709151
785_2,0.003983229
5101_4,0.9500303
5657_10,0.99855584
6902_7,0.4197963
1490_9,0.7244362
7148_9,0.34765413
7387_8,0.6006074
8277_9,0.9187055
6912_7,0.99984586
170_2,0.06577938
7702_10,0.9999802
4393_3,0.0018432408
2608_3,0.683917
4931_8,0.99986684
10589_10,0.9953453
8623_4,0.0034644818
6057_2,0.013486262
2704_9,0.99963963
1790_2,0.1529771
12370_1,0.0020548168
159_1,0.013059337
343_9,0.99887997
2128_9,0.99992704
11181_8,0.5634133
11775_10,0.9998896
3514_10,0.99990344
6993_2,0.013798414
2866_9,0.18113375
1000_9,0.9995639
11772_7,0.19273509
3355_9,0.014716647
8519_8,0.9969047
7879_3,0.069678426
4332_10,0.8959062
5403_1,0.004293851
1514_7,0.048969157
7904_1,0.0066689597
10550_2,0.26535738
11442_10,0.9995771
2821_3,0.28509098
5766_1,0.0024586641
8061_9,0.99894613
2166_1,0.00473465
6206_1,0.0054274504
11124_2,0.0042843414
7625_10,0.9991217
90_9,0.99791056
7959_10,0.55196744
7029_10,0.9901012
779_8,0.9999361
1101_4,0.0058200783
11189_4,0.0062945625
9790_4,0.005467983
10861_1,0.0026373724
5902_2,0.20365164
9545_10,0.99997747
3730_1,0.0036170718
4951_9,0.9836495
3295_1,0.004145326
9495_2,0.9533808
2876_1,0.99438125
2796_1,0.006481747
10338_3,0.4173658
10913_7,0.058976248
4685_2,0.026186395
11586_1,0.07368352
4904_7,0.94651
7110_7,0.9962843
2086_4,0.09073817
7372_7,0.9755858
135_9,0.92507625
7038_3,0.8921102
1119_2,0.590347
5057_8,0.2773179
3479_10,0.9999701
6489_8,0.9996082
4910_8,0.7728426
5979_10,0.6730382
11304_1,0.029187338
2102_9,0.999972
8048_1,0.0027890985
12153_7,0.92251766
4832_8,0.9959246
3079_9,0.9976037
8254_2,0.005970525
7981_7,0.9997998
611_1,0.005812228
307_10,0.9941288
8861_3,0.023780234
4635_4,0.95080197
6197_7,0.9990196
6739_3,0.026127163
8588_9,0.9611039
8461_7,0.19737025
10089_1,0.11630934
2609_7,0.9976084
1418_3,0.0751114
2661_10,0.9997309
1253_9,0.9909444
8815_9,0.999871
9867_8,0.9996138
2155_1,0.017608711
12259_4,0.6325279
11224_3,0.27313533
4781_1,0.0028374416
4354_9,0.99995613
9629_9,0.0838218
3629_9,0.99984217
6445_10,0.9993864
9526_10,0.99900705
5138_2,0.005908425
349_10,0.9919286
2099_7,0.9976968
4411_1,0.20807712
8127_3,0.08355984
5225_8,0.9627348
7970_3,0.08399809
5688_7,0.9970642
12099_3,0.5484454
6020_4,0.13676971
3892_8,0.7621977
2098_8,0.80706924
4851_7,0.99973935
10967_10,0.9536775
6230_4,0.057785083
2211_2,0.6268393
11978_10,0.998109
8802_1,0.009839839
11010_3,0.0041249166
10083_2,0.19699153
5588_10,0.007180294
958_10,0.9938188
6771_4,0.09371409
6767_9,0.9994025
7302_10,0.98953885
5324_3,0.0047576083
7737_10,0.9995776
8603_10,0.121271685
3029_7,0.9992022
8640_2,0.05430879
2139_1,0.004043998
6305_10,0.9996074
6884_7,0.9989862
5534_8,0.9999075
7619_8,0.982799
10057_8,0.6553973
972_7,0.99996924
6245_8,0.9984592
6627_7,0.99751115
3621_10,0.13214076
2290_4,0.7717644
24_4,0.0035668886
5689_1,0.0039900527
6497_4,0.6155838
12405_4,0.8750676
11720_7,0.99901044
10088_1,0.0015053292
9258_9,0.99993205
354_4,0.9943462
4770_10,0.22756559
1035_3,0.99815327
739_1,0.0037428576
6267_7,0.99149746
1562_8,0.9749629
1438_1,0.004611726
281_8,0.99997103
1818_1,0.9972699
3943_3,0.008120586
8116_4,0.913942
6984_1,0.0024713567
5330_4,0.002095814
8821_8,0.9999455
10484_10,0.99997604
1886_4,0.08807707
7943_2,0.008746232
6438_7,0.9999002
8931_10,0.9545728
10538_10,0.999087
534_10,0.9999002
7329_2,0.005355462
6614_2,0.996684
710_10,0.9996389
3120_4,0.082538635
9046_1,0.0017408626
5638_2,0.024180615
2455_4,0.14653708
2652_3,0.921055
11006_4,0.35926372
5065_3,0.0054035876
9805_10,0.9962631
7092_8,0.92794687
1735_10,0.14723657
3609_1,0.005768789
1201_10,0.99960166
11024_9,0.99985886
3807_10,0.9997713
4483_10,0.33569357
4510_7,0.99791735
8037_1,0.20860587
1760_1,0.012898235
133_8,0.9718596
9039_8,0.99930835
8462_4,0.9994153
2468_10,0.9989065
7684_3,0.035815127
10350_9,0.99753076
1199_10,0.9999565
8560_1,0.007263301
6405_3,0.0032184247
1295_1,0.010385903
6420_1,0.0031666998
12183_9,0.99918205
11619_1,0.0011355943
1415_9,0.65614986
9414_1,0.009312612
7640_4,0.008170225
9211_9,0.9937896
557_9,0.9139852
4501_9,0.2639562
8711_10,0.20340252
2402_1,0.99816495
4586_10,0.9996512
176_3,0.438838
3545_1,0.007823407
8932_1,0.0010523124
5829_10,0.99176615
3409_10,0.99984765
3636_3,0.9986355
12048_7,0.99908805
10468_10,0.99895823
11546_10,0.9265838
9444_10,0.9994746
6275_1,0.001592932
152_4,0.8813916
4767_9,0.9686319
6751_1,0.0027318487
10245_4,0.025844352
5407_8,0.99864477
1923_1,0.9656848
515_9,0.17042384
9988_1,0.05805713
5928_8,0.99895155
10163_4,0.13629252
7969_10,0.36034766
1494_4,0.019469662
11211_10,0.999311
1957_1,0.0025687169
8484_7,0.12940414
848_2,0.0034790472
5177_1,0.0051954025
10667_10,0.99500954
3075_1,0.007963151
9443_10,0.5587073
1572_8,0.08532001
11285_8,0.24262899
3125_1,0.40150362
9265_9,0.99796826
4072_1,0.028542414
6390_2,0.00603598
6496_4,0.5297719
8766_2,0.0062820064
7787_10,0.9987392
5897_10,0.9999647
9027_1,0.048598927
1538_2,0.0019073262
1220_3,0.0021911385
8600_3,0.04151996
11432_2,0.008718642
1424_4,0.07684747
7344_10,0.9999366
10842_1,0.9934847
10332_10,0.9993824
4340_4,0.39611304
4868_4,0.076217875
11216_9,0.44125307
12027_10,0.99737287
6785_7,0.987379
8773_8,0.9996512
8119_4,0.90563667
10138_10,0.9983596
7197_2,0.0013755216
1536_3,0.0038031247
9981_7,0.9739499
4753_1,0.04779261
2795_7,0.0118777035
6672_4,0.13664246
10805_7,0.8658002
5866_1,0.0124215735
570_1,0.0027390306
11965_8,0.96184844
3288_1,0.030546442
8135_1,0.02423309
10094_9,0.99966943
5845_10,0.9999527
3570_8,0.11819199
1240_1,0.005859325
231_1,0.018453903
10628_9,0.99799985
3536_1,0.01618344
1852_10,0.9997887
8202_7,0.9548526
5907_7,0.9998809
1759_10,0.9964011
4492_10,0.99417865
4844_7,0.13659155
3189_10,0.99980205
3403_10,0.99947685
5874_2,0.002227531
7809_10,0.99365026
3632_9,0.9862179
11767_2,0.9999223
9925_3,0.99744594
4218_1,0.9653518
12036_7,0.9949628
8973_2,0.012522241
2464_10,0.9997787
4094_1,0.0062523945
10592_1,0.03282458
10648_9,0.90678585
3887_10,0.9999274
9092_8,0.99913245
10666_10,0.9994796
8389_10,0.20009407
5281_10,0.9805186
6946_1,0.027532019
1132_1,0.020568535
10052_4,0.0017206356
768_10,0.999998
5432_3,0.02206434
7424_3,0.004700114
2366_2,0.91615504
2865_3,0.067274526
7806_2,0.019536618
8878_3,0.016854227
6298_7,0.9995024
4517_4,0.017529912
12018_10,0.99972445
3662_1,0.017253155
11393_10,0.9818817
2071_10,0.9973133
8217_8,0.9984524
6568_2,0.023169793
3840_10,0.99968266
1666_3,0.09370197
2360_7,0.9967303
5778_4,0.798194
5341_4,0.022842793
4044_2,0.0017749784
2503_3,0.014867428
4095_10,0.9837372
2092_2,0.005273449
2707_3,0.00525162
573_10,0.9981585
6441_7,0.9997936
7565_3,0.03887341
9499_7,0.9977951
657_10,0.9999968
8840_10,0.99994147
1407_4,0.019085737
12453_2,0.006099499
8273_9,0.45144466
8366_7,0.9434047
10643_9,0.99818736
9998_1,0.018473268
1385_1,0.03786012
1354_4,0.58028746
4674_7,0.06353573
3515_4,0.033003893
10426_8,0.928422
10226_3,0.8178578
10391_4,0.00385577
9968_1,0.0039994004
2893_3,0.0028630786
2546_9,0.94759804
37_1,0.0024557728
1757_10,0.9999374
1569_8,0.9962297
1466_3,0.49675074
7783_1,0.00430996
9506_10,0.70790094
10835_3,0.02470487
2917_9,0.096586175
2495_7,0.9966648
1686_10,0.9959007
2414_7,0.9959979
5318_8,0.9995827
8858_8,0.9999764
8112_1,0.010981378
6532_2,0.0010409936
2526_10,0.9991035
11089_7,0.99995685
4297_8,0.9998258
3179_9,0.99498725
5832_10,0.9995246
10539_8,0.9946392
9226_10,0.17617981
9878_1,0.19286655
7940_10,0.99997497
7195_10,0.9978915
2979_1,0.14879689
3597_10,0.99788755
2931_8,0.99949265
8571_10,0.27674124
12148_1,0.0016617973
4047_2,0.0056279832
6164_10,0.9999428
2214_8,0.9999442
5903_1,0.5682879
7931_9,0.3661747
1205_3,0.014279625
5983_10,0.9989778
10424_7,0.79310733
11032_7,0.9993168
1303_10,0.99779737
10390_1,0.0034574445
8349_2,0.01443626
3605_8,0.15474972
12273_1,0.0053464044
60_1,0.008673263
3879_9,0.2515055
12431_4,0.27707595
4499_2,0.010451574
5786_10,0.5185747
5521_4,0.9999552
793_8,0.9999442
7948_3,0.023550719
9022_2,0.019091783
11071_1,0.0805201
4991_3,0.9978688
8226_1,0.074611105
8762_3,0.1715034
6918_4,0.0482168
844_10,0.998166
11503_8,0.06650034
7406_8,0.9999893
7743_1,0.0076899943
514_3,0.025774648
10927_9,0.9973888
3731_7,0.99957424
8870_4,0.98899454
11099_10,0.9963218
8456_10,0.99703825
10944_7,0.0030799946
7168_3,0.016150614
3378_10,0.99609214
8203_3,0.9995359
5676_1,0.008266643
5061_9,0.9998568
6238_8,0.96019715
1136_8,0.08139572
6234_3,0.82861954
9510_3,0.9986792
9632_7,0.14116165
4357_1,0.01737609
1176_9,0.99998474
10821_8,0.99996793
4143_4,0.14598364
5074_8,0.99959534
11673_1,0.004864697
11072_2,0.0056544337
1816_4,0.008380699
3974_7,0.06207805
796_4,0.006778192
8540_2,0.0108692525
10959_8,0.99766517
4576_10,0.026566168
7030_1,0.7254254
3340_10,0.9993698
3223_3,0.004218844
3030_1,0.0061886157
4194_1,0.00415978
11322_1,0.0049241013
1785_1,0.014034677
7109_2,0.0029002342
4120_1,0.0044244467
3024_7,0.99767166
589_2,0.013705119
2480_10,0.9996989
4878_1,0.024456766
571_1,0.17726153
12156_8,0.9813261
7547_9,0.99981624
6577_10,0.99998975
7101_3,0.05091872
1731_3,0.2837551
10424_1,0.08473245
9056_10,0.999928
11959_3,0.044201843
6952_4,0.0027308709
8709_10,0.65866387
4716_10,0.99978036
2393_10,0.99991167
4007_7,0.9931912
1196_2,0.3446665
8483_1,0.034208287
1840_3,0.30372578
6108_1,0.033986114
4621_8,0.9999119
11332_4,0.99897885
8800_10,0.99590826
886_7,0.99992454
6495_8,0.9992817
6193_10,0.023729421
10297_1,0.008374805
4233_1,0.35880512
3121_10,0.99915195
1681_10,0.8733065
5789_1,0.010614205
6446_10,0.99957544
479_9,0.99950254
6401_1,0.0022965088
7602_1,0.0014737647
10792_1,0.0078089773
11436_9,0.9988023
6944_1,0.9311908
6275_9,0.015805976
7314_10,0.9073806
8887_9,0.9620208
1835_8,0.99989176
8403_7,0.9984648
2090_1,0.008017931
